Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Sales
30,No,Travel_Rarely,Sales,5,3,Life Sciences,2,Female,3,3,Sales Representative,4,Married,9419,2,No,12,3,3,1,12,2,3,10,9,7,4,26252
38,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,2,2,Sales Representative,4,Single,8686,4,No,22,4,3,0,12,2,4,8,3,0,7,43777
32,No,Travel_Rarely,Sales,6,5,Life Sciences,3,Male,3,1,Sales Representative,3,Single,3038,3,No,20,4,1,0,8,2,3,5,4,1,4,193311
27,No,Travel_Rarely,Sales,17,3,Technical Degree,3,Male,3,1,Sales Representative,2,Married,3058,0,Yes,16,3,4,1,6,3,2,5,2,1,1,299308
19,Yes,Travel_Frequently,Sales,1,1,Technical Degree,3,Female,1,1,Sales Representative,1,Single,2325,0,No,21,4,1,0,1,5,4,0,0,0,0,138682
36,No,Travel_Frequently,Sales,3,2,Medical,4,Male,3,1,Sales Representative,2,Single,2088,4,No,12,3,3,0,13,3,2,8,7,7,2,54935
30,No,Non-Travel,Sales,9,3,Medical,3,Male,3,2,Sales Representative,1,Divorced,3072,1,No,11,3,3,2,12,4,3,12,9,6,10,255610
45,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,2,Sales Representative,1,Divorced,5006,4,Yes,11,3,1,1,9,3,4,5,4,0,3,167537
56,No,Travel_Rarely,Sales,8,3,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,4257,4,Yes,18,3,3,1,19,3,3,2,2,2,2,230126
33,No,Travel_Rarely,Sales,2,3,Life Sciences,3,Male,3,1,Sales Representative,4,Single,2500,0,No,14,3,1,0,4,2,4,3,1,0,2,133202
19,Yes,Travel_Rarely,Sales,2,3,Life Sciences,2,Male,2,1,Sales Representative,4,Single,1102,1,No,22,4,3,0,1,3,2,1,0,1,0,248371
46,No,Travel_Rarely,Sales,1,2,Marketing,2,Female,3,3,Sales Representative,1,Divorced,10453,1,No,25,4,3,3,24,2,3,24,13,15,7,92684
38,No,Travel_Rarely,Sales,9,2,Life Sciences,3,Female,3,1,Sales Representative,4,Single,2288,1,No,12,3,3,0,2,3,3,2,2,2,1,53441
31,No,Travel_Rarely,Sales,12,1,Medical,3,Female,3,1,Sales Representative,4,Married,3929,8,Yes,23,4,3,1,7,0,3,4,2,0,2,164545
34,No,Travel_Rarely,Sales,27,2,Medical,4,Female,3,1,Sales Representative,2,Single,2311,2,No,15,3,4,0,9,3,3,3,2,1,2,25657
41,Yes,Travel_Rarely,Sales,20,2,Marketing,2,Female,3,1,Sales Representative,2,Single,3140,1,Yes,22,4,4,0,4,5,2,4,3,0,2,238603
50,No,Travel_Rarely,Sales,1,3,Medical,3,Male,2,1,Sales Representative,3,Married,3690,2,No,15,3,4,1,5,2,2,3,2,0,2,102988
53,No,Travel_Rarely,Sales,13,2,Medical,4,Female,4,2,Sales Representative,1,Divorced,4450,1,No,11,3,3,2,5,3,3,4,2,1,3,161670
33,No,Travel_Rarely,Sales,14,3,Medical,4,Female,3,1,Sales Representative,2,Married,2756,1,No,13,3,4,1,8,5,3,8,7,1,6,247036
40,No,Travel_Rarely,Sales,4,1,Medical,4,Female,3,5,Sales Representative,3,Married,19033,1,No,14,3,2,1,21,2,3,20,8,9,9,190314
55,No,Travel_Rarely,Sales,14,4,Medical,3,Male,4,5,Sales Representative,2,Single,18722,8,No,11,3,4,0,36,3,3,24,15,2,15,285247
34,No,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,2,2,Sales Representative,3,Married,9547,1,No,17,3,3,0,10,2,2,10,9,1,9,209903
51,No,Travel_Rarely,Sales,3,3,Medical,4,Female,3,4,Sales Representative,2,Single,13734,3,No,18,3,3,0,21,6,3,7,7,1,0,37535
52,No,Travel_Rarely,Sales,1,4,Life Sciences,3,Male,2,5,Sales Representative,3,Married,19999,0,No,14,3,1,1,34,5,3,33,18,11,9,35066
27,No,Travel_Rarely,Sales,9,3,Medical,4,Female,3,1,Sales Representative,2,Single,2279,1,No,16,3,4,0,7,2,2,7,7,0,3,284984
35,Yes,Travel_Rarely,Sales,23,2,Life Sciences,2,Male,2,2,Sales Representative,3,Married,5916,3,Yes,13,3,1,0,8,1,3,1,0,0,1,167562
43,No,Non-Travel,Sales,7,3,Medical,4,Male,4,1,Sales Representative,4,Divorced,2089,4,No,14,3,4,3,7,3,4,5,4,2,2,59850
45,No,Non-Travel,Sales,2,2,Medical,1,Male,2,4,Sales Representative,4,Married,16792,9,No,23,4,4,1,22,1,3,20,8,11,8,154913
37,No,Travel_Rarely,Sales,21,3,Life Sciences,2,Male,4,1,Sales Representative,1,Married,3564,1,Yes,12,3,1,1,8,3,2,8,7,1,7,201079
35,No,Travel_Frequently,Sales,2,3,Medical,2,Female,3,2,Sales Representative,2,Single,4425,5,No,11,3,4,0,10,5,3,6,2,1,2,251278
42,No,Non-Travel,Sales,21,2,Medical,3,Female,3,2,Sales Representative,3,Divorced,5265,2,No,16,3,2,1,11,5,3,5,3,0,2,212376
38,No,Travel_Rarely,Sales,2,4,Life Sciences,4,Male,3,2,Sales Representative,3,Married,6553,9,No,14,3,2,0,14,3,3,1,0,0,0,118808
38,No,Travel_Rarely,Sales,29,3,Technical Degree,4,Male,3,2,Sales Representative,4,Married,6261,3,No,18,3,1,1,9,3,1,7,7,1,7,256102
27,No,Travel_Frequently,Sales,1,1,Technical Degree,3,Male,2,2,Sales Representative,1,Married,4298,5,No,19,3,3,1,6,1,3,2,2,2,0,63069
49,No,Non-Travel,Sales,18,4,Life Sciences,4,Male,3,2,Sales Representative,4,Divorced,6804,1,Yes,15,3,1,2,7,0,3,7,7,1,7,210780
34,No,Travel_Frequently,Sales,10,4,Medical,4,Male,3,1,Sales Representative,3,Divorced,3815,1,Yes,17,3,4,1,5,4,4,5,3,2,0,119472
40,No,Travel_Rarely,Sales,19,2,Medical,3,Male,3,2,Sales Representative,4,Married,2741,8,Yes,15,3,3,1,15,2,4,7,2,3,7,157960
38,Yes,Travel_Rarely,Sales,29,1,Medical,2,Male,3,2,Sales Representative,1,Married,6673,7,Yes,19,3,2,0,17,2,3,1,0,0,0,141991
29,Yes,Travel_Rarely,Sales,27,3,Marketing,2,Female,3,3,Sales Representative,4,Married,7639,1,No,22,4,4,3,10,3,2,10,4,1,9,36944
22,No,Travel_Rarely,Sales,5,3,Life Sciences,4,Male,4,1,Sales Representative,2,Divorced,2328,1,Yes,16,3,1,1,4,2,2,4,2,2,2,47372
36,No,Travel_Frequently,Sales,18,1,Medical,2,Female,3,1,Sales Representative,4,Single,2153,1,No,13,3,1,0,8,2,3,8,1,1,7,69765
40,No,Non-Travel,Sales,9,5,Life Sciences,4,Male,2,2,Sales Representative,4,Married,4876,9,No,14,3,4,1,5,5,1,3,2,0,2,82772
46,No,Travel_Rarely,Sales,1,4,Medical,4,Male,3,3,Sales Representative,1,Divorced,9396,7,No,16,3,3,1,17,3,3,4,2,0,3,284165
32,Yes,Travel_Rarely,Sales,4,4,Medical,4,Male,1,3,Sales Representative,4,Married,10400,1,No,11,3,3,0,14,2,2,14,8,9,8,286460
30,No,Non-Travel,Sales,1,1,Life Sciences,3,Male,2,3,Sales Representative,3,Single,8474,1,No,22,4,3,0,12,2,3,11,8,5,8,219478
27,No,Travel_Frequently,Sales,20,3,Life Sciences,4,Female,3,2,Sales Representative,3,Single,9981,1,No,14,3,4,0,7,2,3,7,7,0,7,199110
51,No,Travel_Rarely,Sales,8,4,Life Sciences,2,Male,2,3,Sales Representative,2,Married,12490,5,No,16,3,4,2,16,5,1,10,9,4,7,228706
30,Yes,Travel_Rarely,Sales,3,3,Technical Degree,4,Female,3,1,Sales Representative,1,Single,2657,5,Yes,11,3,3,0,8,5,3,5,2,0,4,231722
41,No,Travel_Rarely,Sales,6,3,Life Sciences,4,Female,3,3,Sales Representative,4,Single,13591,3,Yes,18,3,3,0,16,3,3,1,0,0,0,51552
30,Yes,Travel_Frequently,Sales,26,4,Marketing,3,Female,2,2,Sales Representative,1,Single,6696,5,No,15,3,3,0,9,5,2,6,3,0,1,107861
29,Yes,Travel_Rarely,Sales,1,3,Technical Degree,3,Male,3,1,Sales Representative,3,Single,2058,0,No,14,3,4,0,7,1,2,6,2,1,5,31228
45,No,Non-Travel,Sales,6,3,Medical,4,Female,2,3,Sales Representative,4,Single,8865,6,No,12,3,4,0,23,2,3,19,7,12,8,189986
54,No,Travel_Rarely,Sales,3,3,Marketing,4,Female,3,2,Sales Representative,1,Married,5940,2,No,14,3,4,1,16,4,3,6,2,0,5,290055
36,No,Travel_Rarely,Sales,5,2,Life Sciences,4,Male,3,2,Sales Representative,2,Single,5914,8,No,16,3,4,0,16,3,4,13,11,3,7,159838
33,No,Travel_Rarely,Sales,4,4,Medical,3,Female,2,1,Sales Representative,2,Married,2622,6,No,21,4,4,0,7,3,3,3,2,1,1,289907
37,No,Travel_Frequently,Sales,11,3,Other,2,Male,3,3,Sales Representative,4,Divorced,12185,1,Yes,14,3,3,3,10,1,3,10,8,0,7,123751
38,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,3,Sales Representative,3,Divorced,10609,0,No,12,3,3,2,17,6,2,16,10,5,13,157749
31,No,Non-Travel,Sales,1,4,Medical,3,Male,1,2,Sales Representative,3,Married,4345,0,No,12,3,4,1,6,2,3,5,4,1,4,208338
59,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,2,1,Sales Representative,4,Married,2177,3,No,17,3,1,1,7,6,3,1,0,0,0,297540
37,No,Travel_Frequently,Sales,4,4,Marketing,1,Male,3,1,Sales Representative,4,Divorced,2793,4,No,17,3,3,1,13,2,3,9,8,5,8,184890
29,No,Travel_Frequently,Sales,1,1,Medical,2,Female,3,3,Sales Representative,4,Married,7918,1,No,14,3,4,1,11,5,3,11,10,4,1,160474
35,No,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,3,Sales Representative,3,Single,8789,1,No,14,3,1,0,10,3,4,10,7,0,8,289740
29,Yes,Travel_Rarely,Sales,18,1,Medical,3,Male,2,1,Sales Representative,4,Single,2389,1,Yes,13,3,3,0,4,3,2,4,3,0,1,152706
52,No,Travel_Rarely,Sales,2,3,Life Sciences,3,Female,2,1,Sales Representative,4,Single,3212,7,No,15,3,2,0,6,3,2,2,2,2,2,155546
42,No,Travel_Rarely,Sales,4,2,Technical Degree,3,Male,3,5,Sales Representative,4,Married,19232,1,No,11,3,4,0,22,3,3,22,17,11,15,44332
59,No,Travel_Rarely,Sales,6,2,Medical,2,Male,3,1,Sales Representative,3,Married,2267,8,No,17,3,4,0,7,2,2,2,2,2,2,160854
50,No,Travel_Rarely,Sales,1,4,Medical,4,Female,3,5,Sales Representative,4,Divorced,19517,3,No,11,3,3,1,32,3,2,7,0,0,6,152888
33,Yes,Travel_Rarely,Sales,14,3,Medical,3,Male,3,1,Sales Representative,4,Married,2436,5,Yes,13,3,3,1,8,2,1,5,4,0,4,124733
43,No,Travel_Rarely,Sales,16,3,Marketing,4,Female,3,4,Sales Representative,4,Married,16064,5,Yes,22,4,3,1,22,3,3,17,13,1,9,288923
33,Yes,Travel_Rarely,Sales,2,2,Life Sciences,1,Female,3,1,Sales Representative,1,Married,2707,7,No,20,4,1,0,13,3,4,9,7,1,7,45639
52,No,Non-Travel,Sales,2,4,Life Sciences,1,Male,2,5,Sales Representative,3,Single,19068,1,Yes,18,3,4,0,33,2,4,33,7,15,12,250600
32,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,1,Sales Representative,2,Married,3931,2,No,11,3,1,1,6,5,3,4,3,1,2,141204
32,Yes,Travel_Rarely,Sales,1,3,Life Sciences,4,Male,2,1,Sales Representative,3,Single,3730,0,Yes,14,3,4,0,4,2,1,3,2,1,2,38180
39,No,Travel_Rarely,Sales,1,4,Medical,3,Female,3,1,Sales Representative,3,Divorced,2232,7,No,14,3,3,3,7,1,3,3,2,1,2,29434
32,No,Non-Travel,Sales,26,4,Marketing,3,Male,3,2,Sales Representative,4,Married,4465,0,No,18,3,1,0,4,2,3,3,2,2,2,92985
41,No,Travel_Rarely,Sales,19,2,Life Sciences,3,Male,3,2,Sales Representative,1,Divorced,3072,2,No,16,3,1,2,17,2,2,1,0,0,0,197649
40,No,Travel_Rarely,Sales,24,2,Technical Degree,1,Male,3,2,Sales Representative,4,Divorced,3319,1,No,17,3,1,2,9,3,3,9,8,4,7,111407
45,No,Travel_Rarely,Sales,1,3,Other,3,Male,4,5,Sales Representative,4,Married,19202,0,No,11,3,3,1,25,2,3,24,0,1,7,286056
31,No,Travel_Frequently,Sales,3,4,Medical,2,Male,3,3,Sales Representative,3,Divorced,13675,9,No,12,3,1,1,9,3,3,2,2,2,2,185543
33,No,Travel_Rarely,Sales,5,4,Life Sciences,3,Female,2,1,Sales Representative,4,Married,2911,1,No,13,3,3,1,2,2,2,2,2,0,2,114548
34,No,Travel_Rarely,Sales,2,4,Life Sciences,4,Male,2,2,Sales Representative,1,Married,5957,6,No,13,3,2,1,13,3,3,11,9,5,9,35040
37,No,Travel_Rarely,Sales,1,2,Medical,3,Female,2,1,Sales Representative,1,Married,3920,2,No,14,3,1,1,17,2,2,3,1,0,2,127597
45,No,Travel_Frequently,Sales,7,4,Life Sciences,1,Male,4,2,Sales Representative,3,Married,6434,4,No,17,3,4,1,9,1,3,3,2,0,2,59199
37,Yes,Travel_Frequently,Sales,10,3,Medical,1,Male,3,3,Sales Representative,3,Divorced,10048,6,No,11,3,2,2,17,5,3,1,0,0,0,234972
39,No,Travel_Frequently,Sales,2,4,Technical Degree,3,Female,3,3,Sales Representative,3,Single,10938,0,No,25,4,4,0,20,1,3,19,6,11,8,137246
29,No,Travel_Rarely,Sales,15,3,Life Sciences,3,Male,3,1,Sales Representative,4,Single,2340,1,No,19,3,1,0,6,1,3,6,5,1,5,223034
42,No,Travel_Rarely,Sales,17,2,Life Sciences,4,Female,4,2,Sales Representative,1,Single,6545,3,Yes,13,3,3,0,10,1,3,3,2,0,2,74428
29,No,Travel_Rarely,Sales,20,2,Marketing,4,Male,3,2,Sales Representative,4,Divorced,6931,2,No,14,3,4,1,10,2,3,3,2,0,2,192662
25,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,3,2,Sales Representative,3,Married,4898,0,No,12,3,4,2,5,3,3,4,2,1,2,269461
42,No,Travel_Rarely,Sales,2,3,Medical,4,Female,2,1,Sales Representative,1,Divorced,2593,0,Yes,11,3,3,1,10,4,3,9,6,7,8,55170
40,No,Travel_Rarely,Sales,2,2,Medical,1,Male,3,5,Sales Representative,3,Divorced,19436,0,No,19,3,4,1,22,5,3,21,7,3,9,223638
51,No,Travel_Rarely,Sales,1,3,Life Sciences,3,Male,3,1,Sales Representative,4,Married,2723,1,No,11,3,2,0,1,0,2,1,0,0,0,71767
31,Yes,Travel_Frequently,Sales,29,2,Medical,3,Male,2,1,Sales Representative,2,Single,3479,0,No,11,3,2,0,6,2,4,5,4,1,4,127142
32,No,Travel_Frequently,Sales,7,3,Life Sciences,2,Male,4,1,Sales Representative,2,Married,2794,1,No,20,4,3,0,5,3,1,5,1,0,3,69850
38,No,Non-Travel,Sales,2,2,Life Sciences,4,Male,2,2,Sales Representative,4,Married,5249,3,No,18,3,4,1,13,0,3,8,7,7,5,75065
32,No,Travel_Rarely,Sales,2,1,Technical Degree,4,Male,2,2,Sales Representative,1,Single,2176,4,No,13,3,4,0,9,5,3,6,2,0,4,123992
46,No,Travel_Rarely,Sales,2,3,Technical Degree,3,Female,1,4,Sales Representative,2,Married,16872,3,Yes,12,3,2,1,28,2,2,7,7,7,7,251157
28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,1,Male,3,1,Sales Representative,3,Single,3485,2,No,11,3,3,0,5,5,1,0,0,0,0,230028
29,No,Travel_Rarely,Sales,2,3,Medical,1,Male,2,2,Sales Representative,2,Married,6644,2,No,19,3,2,2,10,2,3,0,0,0,0,116184
31,No,Travel_Rarely,Sales,23,3,Medical,2,Male,2,2,Sales Representative,4,Married,5582,0,No,21,4,2,1,10,2,3,9,0,7,8,136845
25,No,Non-Travel,Sales,5,2,Life Sciences,2,Male,4,2,Sales Representative,1,Divorced,4000,1,No,12,3,4,2,6,2,3,6,3,1,5,133426
45,No,Travel_Rarely,Sales,20,2,Medical,3,Male,3,4,Sales Representative,4,Married,13496,0,Yes,14,3,2,0,21,2,3,20,7,4,10,144171
36,No,Travel_Rarely,Sales,6,3,Life Sciences,4,Male,3,1,Sales Representative,4,Married,3210,0,No,11,3,3,1,16,4,3,15,13,10,11,136493
55,No,Travel_Rarely,Sales,1,3,Medical,4,Male,3,5,Sales Representative,1,Single,19045,0,Yes,14,3,3,0,37,2,3,36,10,4,13,254598
47,Yes,Non-Travel,Sales,29,4,Life Sciences,1,Male,3,3,Sales Representative,2,Married,11849,1,Yes,12,3,4,1,10,2,2,10,7,9,9,31937
28,No,Travel_Rarely,Sales,9,3,Medical,4,Male,3,1,Sales Representative,4,Married,2070,1,No,23,4,4,1,5,3,2,5,2,0,4,165568
37,No,Travel_Rarely,Sales,6,4,Medical,3,Male,3,2,Sales Representative,4,Married,6502,4,No,14,3,2,1,7,5,4,5,4,0,1,102577
21,No,Travel_Rarely,Sales,3,2,Medical,4,Male,2,1,Sales Representative,3,Single,3230,1,No,17,3,1,0,3,4,4,3,2,1,0,27133
37,No,Non-Travel,Sales,1,4,Medical,1,Female,3,3,Sales Representative,4,Divorced,13603,2,Yes,18,3,1,2,15,2,3,5,2,0,2,238892
35,No,Travel_Rarely,Sales,22,3,Life Sciences,2,Female,4,3,Sales Representative,2,Divorced,11996,7,No,18,3,2,1,10,6,2,7,7,6,2,211140
38,No,Travel_Rarely,Sales,7,2,Medical,1,Female,4,2,Sales Representative,1,Divorced,5605,1,Yes,24,4,3,1,8,3,3,8,0,7,7,95790
26,No,Travel_Frequently,Sales,1,3,Life Sciences,3,Female,3,2,Sales Representative,2,Divorced,6397,1,No,20,4,1,1,6,6,1,6,5,1,4,216013
50,No,Travel_Rarely,Sales,4,1,Life Sciences,1,Male,3,5,Sales Representative,2,Divorced,19144,3,No,14,3,1,2,28,4,2,10,4,1,6,202966
53,No,Travel_Rarely,Sales,3,4,Medical,3,Male,3,4,Sales Representative,3,Married,17584,3,Yes,16,3,4,3,21,5,2,5,3,1,3,185533
42,No,Travel_Rarely,Sales,1,1,Life Sciences,2,Male,3,2,Sales Representative,3,Married,4907,1,No,25,4,3,0,20,3,3,20,16,11,6,239245
29,No,Travel_Frequently,Sales,2,2,Life Sciences,2,Male,3,2,Sales Representative,4,Single,4554,1,No,18,3,1,0,10,3,2,10,7,0,9,264345
55,No,Travel_Rarely,Sales,20,2,Technical Degree,2,Male,3,2,Sales Representative,4,Married,5415,3,Yes,19,3,4,1,12,4,3,10,7,0,8,136714
26,No,Travel_Frequently,Sales,11,2,Medical,1,Male,3,2,Sales Representative,1,Married,4741,1,Yes,13,3,3,1,5,3,3,5,3,3,3,208472
37,No,Travel_Rarely,Sales,1,3,Life Sciences,4,Female,3,1,Sales Representative,4,Single,2115,1,No,12,3,2,0,17,3,3,17,12,5,7,66107
44,Yes,Travel_Frequently,Sales,24,3,Life Sciences,4,Male,3,1,Sales Representative,3,Divorced,3161,3,Yes,22,4,4,1,19,0,1,1,0,0,0,282156
38,No,Travel_Rarely,Sales,23,4,Life Sciences,4,Male,3,2,Sales Representative,4,Divorced,5745,9,No,14,3,2,1,10,2,3,2,2,1,2,264416
26,Yes,Travel_Rarely,Sales,16,4,Medical,1,Male,3,1,Sales Representative,2,Divorced,2373,2,Yes,13,3,4,1,5,2,3,3,2,0,2,132765
28,No,Travel_Rarely,Sales,8,2,Life Sciences,4,Female,3,1,Sales Representative,4,Single,3310,1,No,21,4,4,0,5,3,3,5,3,0,2,250335
49,No,Travel_Frequently,Sales,10,4,Life Sciences,3,Female,3,5,Sales Representative,1,Single,18665,9,Yes,11,3,4,0,22,4,3,3,2,1,2,162010
36,No,Travel_Rarely,Sales,3,3,Technical Degree,3,Male,3,2,Sales Representative,2,Single,4485,4,No,12,3,4,0,10,2,3,8,0,7,7,167709
31,No,Travel_Frequently,Sales,5,3,Marketing,4,Female,3,1,Sales Representative,2,Divorced,2789,1,No,11,3,3,1,2,5,2,2,2,2,2,91079
26,Yes,Travel_Rarely,Sales,4,4,Marketing,4,Male,2,2,Sales Representative,4,Single,5828,1,Yes,12,3,2,0,8,0,3,8,7,7,4,253930
37,No,Travel_Frequently,Sales,9,3,Medical,2,Male,3,1,Sales Representative,4,Married,2326,1,Yes,12,3,3,3,4,3,2,4,2,1,2,198269
42,No,Travel_Frequently,Sales,26,3,Marketing,3,Female,3,4,Sales Representative,2,Married,13525,5,No,14,3,4,1,23,2,4,20,4,4,8,164475
18,Yes,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,3,1,Sales Representative,3,Single,1420,1,No,13,3,3,0,0,2,3,0,0,0,0,113124
35,No,Travel_Rarely,Sales,16,3,Marketing,3,Male,3,3,Sales Representative,2,Married,8020,0,No,15,3,3,2,12,3,2,11,9,6,9,104687
36,No,Travel_Frequently,Sales,18,4,Life Sciences,3,Male,4,1,Sales Representative,4,Married,3688,4,No,18,3,4,2,4,2,3,1,0,0,0,90773
51,No,Travel_Rarely,Sales,2,3,Medical,4,Male,1,2,Sales Representative,2,Divorced,5482,5,No,18,3,4,1,13,3,3,4,1,1,2,109488
41,No,Travel_Rarely,Sales,2,4,Life Sciences,4,Male,3,4,Sales Representative,2,Single,16015,1,No,19,3,2,0,22,2,3,22,10,0,4,55846
18,No,Travel_Rarely,Sales,10,3,Medical,4,Female,2,1,Sales Representative,3,Single,1200,1,No,12,3,1,0,0,2,3,0,0,0,0,55530
28,No,Travel_Rarely,Sales,16,2,Medical,2,Male,4,2,Sales Representative,1,Single,5661,0,No,19,3,3,0,9,2,3,8,3,0,7,205883
31,No,Travel_Rarely,Sales,7,3,Technical Degree,2,Male,4,2,Sales Representative,4,Married,6929,4,No,11,3,2,1,10,3,2,8,7,7,7,60027
39,No,Travel_Rarely,Sales,1,3,Medical,3,Male,4,3,Sales Representative,4,Divorced,9613,0,No,17,3,1,3,19,5,2,18,10,3,7,144293
36,No,Non-Travel,Sales,24,4,Life Sciences,2,Female,3,2,Sales Representative,2,Married,5674,7,No,15,3,3,1,11,3,3,9,8,0,8,169094
32,No,Travel_Rarely,Sales,7,3,Life Sciences,4,Male,2,2,Sales Representative,3,Married,5484,1,No,14,3,3,1,13,3,2,13,8,4,8,265648
38,No,Travel_Rarely,Sales,25,2,Life Sciences,1,Female,2,3,Sales Representative,2,Married,12061,3,No,17,3,3,1,19,2,3,10,8,0,1,104616
58,No,Non-Travel,Sales,1,4,Life Sciences,4,Male,1,2,Sales Representative,3,Divorced,5660,2,Yes,13,3,4,1,12,2,3,5,3,1,2,137620
31,No,Travel_Rarely,Sales,5,4,Technical Degree,3,Male,3,1,Sales Representative,4,Married,4821,0,Yes,12,3,3,1,6,4,3,5,2,0,3,267076
31,No,Travel_Rarely,Sales,2,3,Human Resources,1,Male,2,2,Sales Representative,1,Married,6410,3,No,12,3,4,0,9,1,3,2,2,1,0,191031
45,No,Travel_Frequently,Sales,7,3,Life Sciences,1,Male,3,3,Sales Representative,1,Divorced,5210,1,No,18,3,1,1,24,2,3,24,9,9,11,155703
31,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Male,3,1,Sales Representative,4,Divorced,2695,0,Yes,18,3,2,1,3,2,1,2,2,2,2,264716
33,No,Travel_Frequently,Sales,5,4,Life Sciences,4,Female,3,3,Sales Representative,2,Married,11878,6,No,11,3,2,2,12,2,3,10,6,8,8,250641
39,No,Travel_Rarely,Sales,10,1,Medical,3,Male,3,4,Sales Representative,1,Married,17068,1,Yes,14,3,4,0,21,3,3,21,9,11,10,276156
43,No,Travel_Frequently,Sales,10,4,Life Sciences,3,Female,3,1,Sales Representative,4,Single,2455,0,No,19,3,1,0,9,5,3,8,7,1,7,139119
49,No,Travel_Rarely,Sales,1,2,Technical Degree,3,Female,2,4,Sales Representative,3,Single,13964,7,Yes,12,3,4,0,25,2,3,7,1,0,7,238679
52,Yes,Travel_Rarely,Sales,8,4,Medical,3,Male,2,2,Sales Representative,2,Married,4941,2,No,15,3,1,0,11,3,2,8,2,7,7,126104
27,No,Travel_Rarely,Sales,5,3,Life Sciences,3,Female,3,1,Sales Representative,2,Single,2478,1,Yes,12,3,2,0,4,2,2,4,3,1,2,183057
32,No,Travel_Rarely,Sales,8,2,Technical Degree,3,Female,2,2,Sales Representative,2,Married,5228,1,Yes,11,3,4,0,13,2,3,13,12,11,9,171565
27,No,Travel_Rarely,Sales,2,3,Life Sciences,4,Male,3,2,Sales Representative,3,Single,4478,1,Yes,11,3,1,0,5,3,3,5,4,0,4,134889
31,No,Travel_Rarely,Sales,7,3,Marketing,4,Male,3,2,Sales Representative,4,Divorced,7547,4,No,12,3,4,3,13,3,3,7,7,1,7,162400
32,No,Travel_Rarely,Sales,2,4,Medical,1,Female,4,2,Sales Representative,4,Single,5055,7,No,16,3,3,0,10,0,2,7,7,0,7,102333
28,Yes,Travel_Rarely,Sales,2,4,Medical,1,Male,1,1,Sales Representative,4,Married,3464,5,Yes,13,3,4,0,5,4,2,3,2,2,2,276512
30,No,Travel_Rarely,Sales,28,2,Medical,4,Female,3,2,Sales Representative,4,Married,5775,1,No,13,3,4,2,11,2,3,10,8,1,9,92436
31,No,Travel_Frequently,Sales,7,2,Life Sciences,3,Female,2,3,Sales Representative,3,Married,8943,1,No,24,4,1,1,10,2,3,10,9,8,9,51838
39,No,Travel_Frequently,Sales,7,2,Medical,3,Male,2,5,Sales Representative,4,Married,19272,1,No,15,3,1,1,21,2,3,21,9,13,3,133874
39,Yes,Travel_Rarely,Sales,3,2,Medical,4,Female,3,2,Sales Representative,3,Married,5238,4,Yes,18,3,1,0,12,3,2,1,0,0,0,130104
33,No,Travel_Frequently,Sales,10,3,Marketing,2,Male,2,2,Sales Representative,4,Single,4682,3,No,14,3,3,0,9,6,2,7,7,0,1,222521
47,No,Travel_Rarely,Sales,5,5,Life Sciences,4,Male,3,5,Sales Representative,3,Married,18300,4,No,11,3,2,1,21,2,3,3,2,1,1,163703
43,No,Travel_Frequently,Sales,10,4,Life Sciences,3,Female,2,2,Sales Representative,3,Divorced,5257,1,No,11,3,2,1,9,3,4,9,7,0,0,261645
27,No,Non-Travel,Sales,1,1,Marketing,3,Male,3,2,Sales Representative,2,Married,6349,0,Yes,13,3,4,1,6,0,3,5,4,1,4,189248
54,No,Travel_Frequently,Sales,20,4,Life Sciences,4,Female,3,2,Sales Representative,3,Single,4869,3,No,12,3,4,0,20,4,2,4,3,0,3,215425
43,No,Travel_Rarely,Sales,7,3,Life Sciences,3,Female,3,3,Sales Representative,1,Married,9985,8,No,16,3,1,1,10,1,2,1,0,0,0,117111
45,No,Travel_Rarely,Sales,8,4,Other,4,Male,3,2,Sales Representative,4,Married,3697,9,No,14,3,1,2,12,3,3,10,9,9,8,116553
40,No,Travel_Rarely,Sales,1,2,Medical,2,Male,1,2,Sales Representative,4,Married,7457,2,Yes,22,4,3,3,6,2,2,4,3,0,2,292112
29,Yes,Travel_Rarely,Sales,8,4,Other,2,Male,1,1,Sales Representative,1,Married,2119,1,Yes,11,3,4,0,7,4,2,7,7,0,7,50205
