Employee Number,Age,MaritalStatus,Gender,Education,EducationField,RelationshipSatisfaction,DistanceFromHome,Games,Performance Ranking,Attendance (%),Errors per shift,TrainingTimesLastYear,Hours Worked TTM,Hours Worked  3 YR,Hours Worked 5 YR,OverTime,TTM Revenue,3 YR Revenue,5 YR Revenue,NumCompaniesWorked,TotalWorkingYears,Annual Salary,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,Attrition
167,36,Single,Female,3,Technical Degree,1,13,Black Jack,1,80,2,6,1601,2950,4237,Yes,61894,61894,61894,1,26,44198,8,1,9,9,4,2,4,No
168,36,Single,Female,2,Technical Degree,2,46,Black Jack,4,28,4,7,1619,1472,4553,Yes,78961,163346,315844,6,24,77962,4,4,15,10,3,1,1,No
169,45,Single,Female,2,Technical Degree,5,7,Black Jack,4,32,7,1,2935,1919,5601,Yes,43692,166258,218460,2,19,53398,6,10,7,4,9,2,1,No
170,62,Single,Female,3,Technical Degree,3,5,Black Jack,3,97,7,5,2810,1259,4876,Yes,62014,147134,310070,3,17,70373,3,24,8,1,6,3,4,No
171,27,Single,Female,4,Technical Degree,4,50,Black Jack,3,68,3,2,1979,2084,4612,Yes,74062,168669,370310,4,4,58448,1,10,3,0,0,2,2,No
172,47,Single,Female,3,Technical Degree,5,42,Black Jack,4,59,2,7,2346,1182,3511,Yes,56468,154205,282340,7,9,76141,1,11,9,10,10,1,1,No
173,34,Single,Female,4,Technical Degree,3,16,Black Jack,2,26,7,7,2311,1633,4049,Yes,79694,164823,398470,1,6,31482,6,16,5,8,2,4,1,No
174,59,Single,Female,3,Technical Degree,1,12,Black Jack,4,81,10,3,2587,2490,5966,Yes,55932,150646,279660,3,23,40618,10,24,6,1,6,3,2,No
175,57,Single,Female,3,Technical Degree,1,15,Black Jack,2,74,4,7,1793,1102,3284,Yes,70570,158723,352850,1,17,26138,9,22,10,6,1,1,3,No
176,51,Single,Female,2,Technical Degree,3,48,Black Jack,4,57,1,7,2783,2114,5934,Yes,47774,164948,238870,6,25,38305,10,24,4,9,9,1,1,No
177,34,Single,Female,3,Technical Degree,2,40,Black Jack,2,62,2,1,2222,2280,3840,Yes,60237,142544,301185,7,23,56196,3,19,15,0,5,3,2,No
178,46,Single,Female,1,Technical Degree,3,15,Black Jack,4,74,10,2,2915,2083,4513,Yes,70097,153613,350485,2,4,55234,1,26,6,10,4,1,3,No
179,31,Single,Female,4,Technical Degree,1,24,Black Jack,4,97,5,9,2877,1499,4347,Yes,79300,150069,396500,3,15,69668,8,11,7,5,10,4,3,No
180,43,Single,Female,2,Technical Degree,2,47,Black Jack,2,73,2,3,1433,1942,6166,Yes,76603,149975,383015,7,15,61391,2,14,15,6,3,2,3,No
181,40,Single,Female,4,Technical Degree,4,46,Black Jack,4,29,2,8,1997,2635,4370,Yes,43286,143054,216430,0,11,33279,7,9,11,3,10,3,3,No
182,36,Single,Female,4,Technical Degree,5,21,Black Jack,4,49,3,10,1219,1444,3182,Yes,47384,169745,236920,7,15,35759,7,5,9,1,3,3,3,No
183,41,Single,Female,1,Technical Degree,4,6,Black Jack,1,100,2,2,1100,1211,3716,Yes,63642,158351,318210,5,24,69817,5,15,9,0,4,3,4,No
184,35,Single,Female,1,Technical Degree,4,36,Black Jack,4,98,6,3,2052,1004,3970,Yes,56623,145337,283115,4,23,32565,6,12,2,8,5,3,1,No
185,65,Single,Female,3,Technical Degree,5,22,Black Jack,4,64,8,9,1934,1566,5252,Yes,60531,161632,302655,0,16,62068,8,16,2,3,5,2,4,No
186,45,Single,Female,2,Technical Degree,1,35,Black Jack,4,46,8,2,1117,1816,3282,Yes,48166,158580,240830,1,11,83539,1,5,11,10,3,2,4,No
187,26,Single,Female,1,Technical Degree,1,30,Black Jack,4,55,4,7,1457,2365,5021,Yes,76094,170259,380470,3,10,52215,1,10,8,5,9,1,1,No
188,60,Single,Female,2,Technical Degree,5,13,Black Jack,4,68,3,9,2924,2281,4311,Yes,41456,138193,207280,2,11,66278,3,21,4,6,7,2,1,No
189,46,Single,Female,4,Technical Degree,4,7,Black Jack,2,88,1,4,2330,2928,4470,Yes,75926,142325,379630,7,24,74569,6,10,0,2,10,4,3,No
190,30,Single,Female,1,Technical Degree,2,37,Black Jack,4,67,4,8,2787,1951,3241,Yes,67308,156821,336540,1,22,35532,9,22,13,1,5,2,3,No
191,38,Single,Female,2,Technical Degree,5,38,Black Jack,1,31,8,9,2337,2953,3620,Yes,73228,154948,366140,4,21,49806,8,22,0,2,9,3,3,No
192,39,Single,Female,4,Technical Degree,4,24,Black Jack,3,78,3,9,2880,2100,3387,Yes,64436,147060,322180,0,16,30154,9,12,11,9,9,1,3,No
193,31,Single,Female,2,Technical Degree,2,22,Black Jack,2,50,2,2,1067,1005,3549,Yes,45880,159262,229400,0,13,33962,5,7,13,10,10,4,3,No
194,52,Single,Female,3,Technical Degree,3,15,Black Jack,3,93,6,1,2924,1640,5623,Yes,53474,141531,267370,5,2,27180,2,22,7,7,10,2,2,No
195,56,Single,Female,4,Technical Degree,1,39,Black Jack,1,25,1,5,2246,2926,5956,Yes,57455,155218,287275,3,2,50476,7,17,4,6,9,3,4,No
196,60,Single,Female,1,Technical Degree,4,10,Black Jack,4,35,2,8,2481,2067,4407,Yes,67222,152639,336110,0,16,45522,7,15,7,0,2,1,1,No
197,27,Single,Female,1,Technical Degree,4,32,Black Jack,3,32,3,1,2355,2559,3417,Yes,70074,148052,350370,5,7,34854,6,5,10,4,3,1,2,No
198,37,Single,Female,2,Technical Degree,3,13,Black Jack,2,68,8,2,1128,2099,5099,Yes,56264,143905,281320,5,18,31537,3,10,11,6,8,2,3,No
199,24,Single,Female,2,Technical Degree,4,14,Black Jack,2,54,2,7,1017,1710,4438,Yes,49529,155740,247645,4,13,68024,5,22,0,2,0,4,3,No
200,25,Single,Female,3,Technical Degree,1,25,Black Jack,2,82,10,1,1495,1240,3872,Yes,45783,155332,228915,2,9,30408,3,8,10,8,7,4,4,No
201,45,Single,Female,4,Technical Degree,3,32,Black Jack,4,29,10,3,1313,2376,4967,Yes,43730,163094,218650,1,13,53281,4,11,15,2,3,3,2,No
202,56,Single,Female,4,Technical Degree,5,32,Black Jack,3,87,3,5,1471,2674,4445,Yes,49699,149230,248495,2,12,74518,9,5,6,3,9,1,3,No
203,48,Single,Female,4,Technical Degree,5,11,Black Jack,3,70,1,9,2589,2485,4152,Yes,41243,155781,206215,0,11,39488,2,7,12,10,7,2,1,No
204,29,Single,Female,1,Technical Degree,1,14,Black Jack,4,98,8,10,1433,1175,4812,Yes,79365,159826,396825,2,0,54702,3,9,8,9,5,1,3,No
205,55,Single,Female,4,Technical Degree,5,7,Black Jack,3,50,3,7,1021,1309,4006,Yes,62018,62018,62018,0,17,39094,7,1,7,2,8,2,1,No
206,54,Single,Female,1,Technical Degree,4,7,Black Jack,1,67,3,9,2415,2778,4657,Yes,54013,156742,270065,7,18,34388,5,19,15,6,5,1,1,No
207,59,Single,Female,2,Technical Degree,5,50,Black Jack,4,26,2,8,1749,1607,4414,Yes,58629,148848,293145,6,13,29951,2,18,7,10,10,3,2,No
208,44,Single,Female,3,Technical Degree,2,43,Black Jack,3,55,3,6,2195,2097,5554,Yes,49638,139919,248190,2,16,46311,4,11,2,7,9,1,1,No
209,49,Single,Female,2,Technical Degree,4,3,Black Jack,3,45,5,10,2120,1745,4733,Yes,76415,149288,382075,1,24,32534,5,10,9,3,10,1,2,No
210,25,Single,Female,3,Technical Degree,1,13,Black Jack,3,52,5,8,1724,2239,3623,Yes,54325,146428,271625,3,14,78735,4,25,5,8,5,1,2,No
211,64,Single,Female,3,Technical Degree,2,37,Black Jack,2,37,1,1,1172,3000,3768,Yes,69783,151940,348915,7,24,58977,3,18,3,4,0,3,4,No
212,40,Single,Female,3,Technical Degree,5,39,Black Jack,1,62,2,2,1084,2394,4059,Yes,60956,145554,304780,1,17,45032,8,7,9,1,8,4,1,No
213,35,Single,Female,1,Technical Degree,5,13,Black Jack,1,39,7,8,2599,1910,5788,Yes,69486,144721,277944,2,26,73749,6,4,11,8,8,3,2,No
214,57,Single,Female,2,Technical Degree,3,21,Black Jack,2,99,6,1,2051,1644,3270,Yes,54029,165868,270145,4,6,65121,1,20,11,6,2,1,3,No
215,23,Single,Female,2,Technical Degree,3,34,Black Jack,2,78,9,5,1506,2284,4449,Yes,63492,168972,317460,2,22,70241,7,21,0,0,1,2,1,No
216,55,Single,Female,3,Technical Degree,2,46,Black Jack,4,92,1,3,1669,1839,6065,Yes,45425,156544,227125,0,8,27764,3,18,11,9,1,3,2,No
217,30,Single,Female,1,Technical Degree,1,45,Black Jack,2,87,2,3,1274,1454,3807,Yes,51922,138043,259610,4,9,65365,7,20,6,0,0,2,1,No
218,56,Single,Female,2,Technical Degree,4,15,Black Jack,3,91,2,2,2082,1113,4926,Yes,75887,75887,75887,4,16,58528,9,1,11,1,1,1,2,No
219,28,Single,Female,3,Technical Degree,4,1,Black Jack,3,28,3,0,1258,1573,5425,Yes,67303,67303,67303,0,2,50437,10,1,4,3,3,3,1,No
220,64,Single,Female,3,Technical Degree,5,32,Black Jack,3,72,8,9,2532,2987,4898,Yes,61837,157130,309185,3,24,53191,9,13,2,5,9,4,2,No
221,28,Single,Female,2,Technical Degree,4,2,Black Jack,2,41,7,10,1646,1751,3893,Yes,54025,152061,270125,2,22,52418,10,21,9,5,3,2,4,No
222,51,Single,Female,1,Technical Degree,3,13,Black Jack,4,85,9,8,1313,1701,3340,Yes,45227,160705,226135,0,26,59906,9,11,10,7,7,2,3,No
223,50,Single,Female,4,Technical Degree,5,32,Black Jack,1,44,5,10,1386,2567,6193,Yes,51779,167983,258895,6,4,39377,5,19,2,8,0,2,1,No
224,29,Single,Female,4,Technical Degree,4,42,Black Jack,3,32,10,6,1928,2957,6065,Yes,70742,141484,141484,1,6,57773,2,2,7,1,10,4,4,No
225,64,Single,Female,4,Technical Degree,4,11,Black Jack,4,82,1,0,2593,1912,4179,Yes,79020,155422,395100,2,6,65541,5,18,1,4,4,4,3,No
226,35,Single,Female,1,Technical Degree,1,14,Black Jack,2,40,9,5,2371,2060,3668,Yes,41762,139539,208810,6,4,28198,1,7,1,1,0,4,2,No
227,54,Single,Female,3,Technical Degree,4,5,Black Jack,2,56,3,8,1449,2518,5414,Yes,45400,153998,227000,5,13,36009,7,8,8,10,3,1,2,No
228,48,Single,Female,1,Technical Degree,3,9,Black Jack,1,40,5,5,1488,1193,5159,Yes,68059,136118,136118,2,11,29129,3,2,5,0,0,4,1,No
229,32,Single,Female,2,Technical Degree,5,24,Black Jack,3,48,7,7,2322,2591,3816,Yes,62963,143791,314815,3,2,82462,4,19,14,8,2,1,3,No
230,35,Single,Female,2,Technical Degree,5,40,Black Jack,1,73,9,1,1938,1580,6224,Yes,44609,170679,223045,2,15,72250,2,19,15,8,1,2,1,No
231,63,Single,Female,3,Technical Degree,5,22,Black Jack,1,37,10,3,1859,2275,5592,Yes,40525,140551,202625,4,24,72763,9,9,13,5,8,4,2,No
232,34,Single,Female,2,Technical Degree,4,1,Black Jack,3,41,6,2,2723,1794,6108,Yes,76622,168744,383110,6,16,42014,5,22,13,9,0,1,4,No
233,25,Single,Female,3,Technical Degree,4,20,Black Jack,2,81,8,5,1043,1270,4218,Yes,54734,54734,54734,0,2,31286,1,1,9,2,3,4,2,No
234,37,Single,Female,4,Technical Degree,1,12,Black Jack,1,28,9,4,1885,2479,4796,Yes,51940,150495,207760,7,22,27308,3,4,14,5,1,3,1,No
235,30,Single,Female,4,Technical Degree,5,47,Black Jack,1,89,8,2,1294,1656,4167,Yes,75319,159882,376595,3,3,55473,10,5,5,1,2,1,2,No
236,24,Single,Female,1,Technical Degree,3,23,Black Jack,3,51,10,2,1791,1348,3549,Yes,65217,166230,326085,7,4,51784,7,15,4,8,0,3,1,No
237,24,Single,Female,3,Technical Degree,2,39,Black Jack,4,65,3,3,2812,2906,4740,Yes,74844,146750,374220,0,7,31283,1,5,9,5,3,2,3,No
238,65,Single,Female,1,Technical Degree,3,8,Black Jack,2,39,9,3,1790,1056,3164,Yes,54199,150277,270995,5,13,60777,8,11,2,5,8,3,3,No
239,30,Single,Female,2,Technical Degree,4,45,Black Jack,2,51,8,0,1718,2033,5674,Yes,50659,140742,253295,2,22,27187,5,14,15,8,6,2,3,No
240,43,Single,Female,4,Technical Degree,4,38,Black Jack,3,29,3,8,2630,2454,4704,Yes,69287,165383,207861,6,17,28590,7,3,15,2,8,2,2,No
241,49,Single,Female,3,Technical Degree,2,39,Black Jack,3,47,5,3,2203,1297,5216,Yes,77465,161464,309860,6,14,54430,9,4,4,8,6,4,1,No
242,37,Single,Female,2,Technical Degree,3,42,Black Jack,4,31,6,6,1654,2578,3189,Yes,44315,150981,221575,4,8,79438,1,25,12,5,8,4,4,No
243,36,Single,Female,1,Technical Degree,2,26,Baccarat,2,89,9,7,1054,2865,5184,Yes,72159,144106,288636,6,1,67451,4,4,12,5,5,1,2,No
244,38,Single,Female,1,Technical Degree,2,8,Baccarat,3,68,6,1,2177,1305,5442,Yes,45467,151113,227335,2,7,51679,2,20,5,4,1,3,2,No
245,51,Single,Female,2,Technical Degree,3,48,Baccarat,4,48,10,10,2070,2205,3725,Yes,66977,160995,334885,6,18,44187,1,16,10,0,0,3,1,No
246,59,Single,Female,2,Technical Degree,2,19,Baccarat,4,99,3,4,2041,2735,5365,Yes,77771,157597,233313,0,6,64766,7,3,1,5,0,2,3,No
247,28,Single,Female,4,Technical Degree,2,3,Baccarat,1,56,6,7,2470,2919,4723,Yes,59329,169353,296645,5,12,30283,3,19,2,3,3,4,2,No
248,64,Single,Female,1,Technical Degree,2,33,Baccarat,2,31,7,4,1538,1639,5511,Yes,59362,150883,296810,7,26,68111,9,16,1,8,10,1,3,No
249,47,Single,Female,3,Technical Degree,2,19,Baccarat,3,54,6,1,2240,2591,4897,Yes,56951,151069,284755,5,16,77309,8,7,15,2,0,1,4,No
250,45,Single,Female,4,Technical Degree,5,23,Baccarat,2,70,3,2,1469,1872,5986,Yes,53802,163995,269010,7,0,65297,4,25,3,10,2,1,1,No
251,33,Single,Female,1,Technical Degree,2,7,Baccarat,4,30,3,6,2466,2018,3245,Yes,58411,139915,292055,7,3,31605,8,14,7,8,10,1,1,No
252,25,Single,Female,4,Technical Degree,2,16,Baccarat,1,75,1,0,1990,1348,5425,Yes,64302,64302,64302,4,13,81695,8,1,14,8,6,1,3,No
253,38,Single,Female,3,Technical Degree,1,10,Baccarat,2,75,1,5,2467,1538,3435,Yes,44050,150671,220250,1,14,73686,9,22,12,2,4,4,2,No
254,53,Single,Female,3,Technical Degree,5,18,Baccarat,1,90,3,9,1316,1399,4950,Yes,40615,142379,203075,1,7,74365,7,13,7,5,8,3,2,No
255,33,Single,Female,3,Technical Degree,4,15,Baccarat,1,46,9,2,2306,2011,3209,Yes,42549,140137,212745,7,16,67704,7,19,4,7,1,1,1,No
256,40,Single,Female,3,Technical Degree,5,34,Baccarat,4,31,9,6,1063,2580,3247,Yes,79006,148193,395030,3,9,30572,4,25,10,2,1,2,1,No
257,25,Single,Female,3,Technical Degree,5,20,Baccarat,3,35,7,9,2619,2420,4463,Yes,42517,170436,212585,4,7,60884,1,19,5,10,0,3,4,No
258,40,Single,Female,1,Technical Degree,2,41,Baccarat,4,36,10,0,2346,2183,4538,Yes,76934,152936,384670,4,19,45648,4,16,12,7,4,2,4,No
259,40,Single,Female,1,Technical Degree,4,16,Baccarat,3,37,8,0,1485,2268,5655,Yes,76620,158168,383100,7,12,61256,4,20,9,1,1,3,3,No
260,41,Single,Female,1,Technical Degree,1,11,Baccarat,2,90,6,0,2013,2396,5139,Yes,46370,169669,231850,1,7,68739,8,19,9,5,0,2,3,No
261,54,Single,Female,4,Technical Degree,5,46,Baccarat,2,40,2,6,1733,1683,3682,Yes,62645,153420,313225,5,2,76476,3,25,14,6,6,2,2,No
262,63,Single,Female,2,Technical Degree,2,31,Baccarat,3,62,8,5,1445,2076,6100,Yes,43155,158469,215775,1,26,49012,2,7,13,0,10,4,2,No
263,55,Single,Female,3,Technical Degree,5,41,Baccarat,4,96,6,1,2078,2732,5645,Yes,58389,163772,291945,2,13,48184,1,18,14,10,1,2,2,No
264,44,Single,Female,2,Technical Degree,4,39,Baccarat,4,52,8,7,1777,2094,5983,Yes,62880,148069,314400,4,21,37110,3,17,0,9,2,4,4,No
265,60,Single,Female,1,Technical Degree,3,7,Baccarat,1,40,3,9,1998,2671,5555,Yes,40256,143680,201280,0,24,73902,10,12,8,10,10,2,1,No
266,38,Single,Female,4,Technical Degree,1,47,Baccarat,4,46,5,3,1151,1406,4245,Yes,56955,113910,113910,0,12,50245,10,2,2,5,4,4,3,No
267,60,Single,Female,2,Technical Degree,3,4,Baccarat,1,29,6,5,1355,2945,4714,Yes,51494,170730,257470,1,2,27183,10,14,8,0,10,3,3,No
268,27,Single,Female,4,Technical Degree,3,19,Baccarat,4,57,7,8,2941,1408,5550,Yes,53192,144921,265960,0,20,42409,4,18,2,4,8,3,3,No
269,40,Single,Female,2,Technical Degree,2,43,Baccarat,3,41,1,10,1552,2131,4429,Yes,76060,139742,304240,0,1,78789,4,4,9,8,5,2,1,No
270,48,Single,Female,2,Technical Degree,3,33,Baccarat,1,67,9,2,1381,1636,3395,Yes,61689,141767,185067,6,9,38431,3,3,0,6,3,1,4,No
271,33,Single,Female,2,Technical Degree,4,46,Baccarat,4,39,2,8,2438,1033,5819,Yes,52848,105696,105696,1,3,39686,10,2,1,5,6,1,2,No
272,59,Single,Female,4,Technical Degree,4,14,Baccarat,2,68,6,9,2797,1763,3973,Yes,70749,153779,353745,7,2,79063,5,18,8,9,5,3,2,No
273,32,Single,Female,3,Technical Degree,3,4,Baccarat,2,49,10,3,1368,2005,5679,Yes,73932,168757,369660,3,13,76538,2,25,7,3,6,2,4,No
274,23,Single,Female,1,Technical Degree,1,4,Baccarat,4,88,9,2,1515,2662,5740,Yes,43450,168069,217250,4,22,61701,8,6,4,8,2,2,2,No
275,37,Single,Female,3,Technical Degree,5,34,Baccarat,3,60,8,4,1262,1105,4379,Yes,52643,160878,263215,0,16,40431,10,11,15,3,0,2,2,No
276,38,Single,Female,4,Technical Degree,2,28,Baccarat,4,33,9,6,1713,2134,3844,Yes,70342,167924,351710,5,11,65940,6,10,12,3,8,1,2,No
277,50,Single,Female,4,Technical Degree,5,30,Baccarat,1,40,6,10,2840,1616,3176,Yes,65048,142710,325240,6,2,51481,2,7,11,3,10,2,2,No
278,29,Single,Female,3,Technical Degree,3,35,Baccarat,3,87,1,10,2154,2613,4116,Yes,68421,168969,342105,1,9,40987,3,20,3,3,4,2,4,No
279,63,Single,Female,3,Technical Degree,1,14,Baccarat,2,92,7,9,1514,1445,3145,Yes,61347,145000,306735,3,18,35680,5,13,9,0,4,3,3,No
280,30,Single,Female,4,Technical Degree,5,49,Baccarat,1,88,7,10,2528,1550,3825,Yes,52688,151275,263440,5,0,60684,2,20,9,6,8,4,4,No
281,24,Single,Female,3,Technical Degree,1,47,Baccarat,1,51,9,4,2003,1666,4276,Yes,55734,143939,278670,3,10,52283,9,19,2,0,2,4,1,No
282,52,Single,Female,4,Technical Degree,2,26,Baccarat,4,98,5,0,1744,1884,5714,Yes,56573,164477,282865,2,10,52460,4,8,8,10,4,4,3,No
283,28,Single,Female,4,Technical Degree,1,39,Baccarat,3,73,6,9,1157,1991,6094,Yes,47297,158042,236485,7,10,60511,3,22,6,7,4,4,3,No
284,61,Single,Female,3,Technical Degree,3,17,Baccarat,4,87,10,8,1417,2634,6124,Yes,62378,153853,311890,0,10,48957,10,9,15,3,10,3,2,No
285,30,Single,Female,4,Technical Degree,2,9,Baccarat,4,89,5,1,2082,1068,4803,Yes,73685,141838,368425,0,14,77366,6,21,13,6,9,3,3,No
286,39,Single,Female,2,Technical Degree,1,5,Baccarat,2,95,3,8,1263,2012,3689,Yes,45656,151813,228280,6,8,38203,4,9,7,5,8,1,4,No
287,49,Single,Female,1,Technical Degree,1,18,Baccarat,4,35,9,1,2968,1216,4340,Yes,75098,75098,75098,5,17,28680,8,1,6,8,5,3,2,No
288,23,Single,Female,1,Technical Degree,3,22,Baccarat,1,54,7,2,1567,1514,4499,Yes,51904,149225,259520,1,22,42382,2,20,15,4,9,2,1,No
289,64,Single,Female,4,Technical Degree,4,26,Baccarat,1,60,2,0,1314,2836,5851,Yes,49276,160540,246380,1,5,34823,1,13,4,2,7,3,1,No
290,64,Single,Female,1,Technical Degree,5,31,Baccarat,4,92,7,10,2078,1374,5307,Yes,45821,152774,229105,1,18,69878,2,8,15,9,7,1,3,No
291,48,Single,Female,3,Technical Degree,4,22,Baccarat,2,67,9,3,1895,2663,5771,Yes,48902,145484,244510,2,9,82880,5,14,2,10,4,2,4,No
292,36,Single,Female,1,Technical Degree,3,20,Baccarat,1,32,6,4,2734,1248,3409,Yes,64416,144150,257664,4,13,51382,7,4,1,6,3,2,1,No
293,60,Single,Female,4,Technical Degree,3,11,Baccarat,3,87,5,9,2956,1828,6030,Yes,78506,169322,392530,7,23,59903,6,19,9,9,2,4,4,No
294,34,Single,Female,3,Technical Degree,3,29,Baccarat,3,37,5,7,2718,2772,5518,Yes,73013,163423,365065,7,24,83688,10,25,5,8,2,1,3,No
295,57,Single,Female,4,Technical Degree,1,6,Baccarat,1,52,5,10,2190,1345,4239,Yes,56393,163628,281965,0,9,29741,5,16,14,5,0,2,4,No
296,38,Single,Female,1,Technical Degree,3,44,Baccarat,1,64,8,1,1566,1006,3233,Yes,73659,154693,368295,3,20,46376,6,10,10,6,2,3,3,No
297,42,Single,Female,1,Technical Degree,1,41,Baccarat,1,31,6,5,2053,1546,3144,Yes,74563,74563,74563,5,9,67871,4,1,6,7,7,1,1,No
298,54,Single,Female,4,Technical Degree,2,11,Baccarat,2,56,2,8,2869,2501,4517,Yes,79500,154845,397500,0,19,34028,8,19,13,4,6,3,1,No
299,29,Single,Female,4,Technical Degree,3,15,Baccarat,4,89,3,5,2110,1250,5595,Yes,62236,165234,311180,2,8,80733,2,26,9,2,8,3,3,No
300,47,Single,Female,4,Technical Degree,2,45,Baccarat,1,67,9,1,1155,2650,5394,Yes,59956,147241,299780,6,20,43239,8,7,4,2,5,4,2,No
301,65,Single,Female,3,Technical Degree,1,28,Baccarat,3,54,2,5,2565,1093,6000,Yes,44030,144659,220150,1,7,69770,7,17,15,10,6,4,4,No
302,35,Single,Female,1,Technical Degree,3,35,Baccarat,3,32,3,7,2959,1974,4393,Yes,79836,140755,399180,5,0,41715,7,6,13,5,2,1,1,No
303,65,Single,Female,1,Technical Degree,5,4,Baccarat,1,47,5,9,2569,1529,5393,Yes,68349,159278,341745,1,9,45613,2,10,13,9,4,4,4,No
304,25,Single,Female,4,Technical Degree,2,8,Baccarat,2,90,8,8,1804,2184,6216,Yes,68476,136952,136952,1,12,70011,3,2,12,7,10,1,3,No
305,49,Single,Female,1,Technical Degree,4,27,Baccarat,1,32,5,4,2757,2108,3242,Yes,43809,87618,87618,3,21,79732,10,2,8,10,10,4,4,No
306,28,Single,Female,4,Technical Degree,2,2,Baccarat,2,48,1,2,2633,2586,5379,Yes,44167,158596,220835,7,12,73145,8,24,14,2,5,1,3,No
307,24,Single,Female,1,Technical Degree,2,14,Baccarat,2,52,9,3,2019,2238,5054,Yes,67755,141367,338775,2,18,50952,9,22,11,6,9,1,3,No
308,36,Single,Female,4,Technical Degree,3,27,Baccarat,1,71,1,7,2305,2161,4234,Yes,41751,152818,208755,5,5,43324,4,6,12,5,3,1,2,No
309,28,Single,Female,3,Technical Degree,5,39,Baccarat,2,34,8,9,2577,2404,4605,Yes,46496,160261,232480,2,12,66490,8,19,9,5,8,3,1,No
310,62,Single,Female,3,Technical Degree,2,21,Baccarat,4,38,2,2,2567,1657,3717,Yes,66444,161177,332220,5,15,32894,2,14,9,4,2,1,4,No
311,24,Single,Female,4,Technical Degree,5,27,Baccarat,3,52,10,8,2395,1014,3890,Yes,62044,146201,310220,0,2,54753,7,8,14,3,10,2,1,No
312,36,Single,Female,2,Technical Degree,5,50,Baccarat,3,94,8,3,2508,1770,5736,Yes,74228,145298,371140,0,1,35900,9,25,3,2,3,4,3,No
313,40,Single,Female,4,Technical Degree,5,6,Baccarat,4,41,10,9,1950,2077,6233,Yes,70789,153903,212367,1,0,70266,5,3,7,9,4,3,1,No
314,49,Single,Female,1,Technical Degree,5,26,Baccarat,4,79,8,8,1674,1241,3739,Yes,56964,138127,284820,0,18,31941,2,14,4,5,6,3,2,No
315,64,Single,Female,1,Technical Degree,1,36,Baccarat,1,88,10,0,1461,1328,4159,Yes,72721,155841,363605,7,15,78348,9,6,3,2,3,3,1,No
316,52,Single,Female,2,Technical Degree,5,41,Baccarat,1,90,8,6,1023,2322,5009,Yes,67922,156004,339610,1,11,70296,5,10,10,4,7,1,2,No
317,23,Single,Female,1,Technical Degree,5,34,Baccarat,3,36,5,5,1726,2721,5952,Yes,66351,155387,331755,4,22,30329,10,26,10,4,5,2,4,No
318,63,Single,Female,3,Technical Degree,4,16,Baccarat,4,46,1,3,2386,2052,5657,Yes,49835,142468,249175,5,17,44293,6,7,15,3,7,1,3,No
319,61,Single,Female,4,Technical Degree,3,9,Baccarat,1,81,4,6,2762,2384,5679,Yes,50404,157277,252020,6,25,71246,5,17,0,3,1,2,3,No
320,32,Single,Female,3,Technical Degree,4,21,Baccarat,4,27,9,9,2723,1588,4858,Yes,42864,153550,214320,7,21,56022,5,12,11,1,10,1,4,No
321,43,Single,Female,2,Technical Degree,5,8,Baccarat,2,96,7,5,2955,2468,3698,Yes,40235,145154,201175,1,5,82710,1,10,9,2,4,2,3,No
322,34,Single,Female,2,Technical Degree,3,40,Baccarat,2,63,5,4,1081,1237,5894,Yes,57623,154154,288115,7,17,52622,3,23,4,9,0,2,4,No
323,24,Single,Female,3,Technical Degree,4,35,Baccarat,4,48,2,8,2590,2538,4472,Yes,46013,92026,92026,0,9,40367,1,2,13,2,5,1,3,No
324,51,Single,Female,3,Technical Degree,2,49,Baccarat,2,79,6,1,1336,2261,5058,Yes,47344,142996,236720,4,14,33229,9,12,3,6,2,2,3,No
325,27,Single,Female,4,Technical Degree,3,24,Baccarat,4,49,10,10,1155,1137,3763,Yes,50555,160226,252775,2,12,61771,9,20,9,8,7,2,3,No
326,54,Single,Female,3,Technical Degree,3,45,Baccarat,3,98,9,6,2536,1795,3680,Yes,62886,166953,314430,7,12,79772,10,20,5,1,9,4,2,No
327,58,Single,Female,1,Technical Degree,3,33,Baccarat,1,35,5,9,1063,2144,4277,Yes,50251,154961,251255,4,18,74561,8,13,2,1,5,3,1,No
328,29,Single,Female,2,Technical Degree,2,24,Baccarat,3,65,4,9,1654,2969,3189,Yes,59942,149809,299710,1,19,38121,1,13,11,4,2,3,3,No
329,58,Single,Female,3,Technical Degree,1,9,Baccarat,4,74,8,8,2869,1604,5320,Yes,77095,140036,385475,3,7,50540,10,14,4,3,7,2,1,No
330,46,Single,Female,4,Technical Degree,3,3,Baccarat,1,83,9,0,1932,2377,5684,Yes,74482,153933,372410,0,4,36466,3,21,9,1,1,3,1,No
331,52,Single,Female,3,Technical Degree,4,21,Baccarat,1,97,6,9,2637,2372,5371,Yes,44597,156240,222985,1,16,55202,9,23,8,10,6,2,1,No
332,61,Single,Female,4,Technical Degree,4,45,Baccarat,2,46,9,7,1429,1199,5764,Yes,40642,144592,162568,1,19,64060,1,4,1,7,7,2,2,No
333,54,Single,Female,3,Technical Degree,5,29,Baccarat,4,55,9,6,2665,1602,3566,Yes,46483,148353,232415,5,9,31114,6,12,3,10,2,3,4,No
