# OF EMPLOYEES,Age,MaritalStatus,Gender,Education,EducationField,RelationshipSatisfaction,DistanceFromHome,Games,Performance Ranking,Attendance (%),Errors per shift,TrainingTimesLastYear,Hours Worked TTM,Hours Worked  3 YR,Hours Worked 5 YR,OverTime,TTM Revenue,3 YR Revenue,5 YR Revenue,NumCompaniesWorked,TotalWorkingYears,Annual Salary,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,Attrition,Risk,Profit,riskNorm,profitNorm,R-Score
125,63,Single,Female,2,Technical Degree,2,35,Baccarat,3,63,5,4,2047,1143,4033,Yes,119353,344954,596765,3,21,55803,8,9,13,2,4,4,4,No,0.794192224,63550,0.79487117,0.519254496,0.412740429
126,43,Single,Female,1,Technical Degree,3,24,Baccarat,4,29,9,4,2916,1653,3582,Yes,125536,261161,627680,7,22,71770,1,24,13,10,3,2,3,No,0.418194563,53766,0.418552073,0.439311365,0.183874682
127,44,Single,Female,3,Technical Degree,5,2,Baccarat,2,29,7,1,2208,2154,5781,Yes,142382,296311,711910,4,23,65427,3,6,1,1,10,1,3,No,0.391370205,76955,0.391704783,0.628784103,0.246297741
128,58,Single,Female,2,Technical Degree,4,40,Baccarat,2,95,2,6,2583,1367,5632,Yes,92921,230977,278763,6,25,30056,9,3,8,3,9,2,2,No,0.677959741,62865,0.67853932,0.513657496,0.348536808
129,31,Single,Female,4,Technical Degree,3,48,Baccarat,1,58,1,0,1076,2836,3538,Yes,130689,243104,653445,2,13,47416,10,9,7,4,10,1,1,No,0.732663222,83273,0.733289567,0.680407233,0.498935525
130,30,Single,Female,1,Technical Degree,5,14,Baccarat,2,99,3,9,1880,2602,5570,Yes,83414,327067,417070,4,12,40412,6,7,12,3,8,3,2,No,0.138817267,43002,0.13893594,0.351360847,0.04881665
131,32,Single,Female,1,Technical Degree,3,5,Baccarat,4,59,6,3,2311,2872,4381,Yes,106606,320432,533030,7,5,57470,1,8,15,0,2,2,3,No,0.440939308,49136,0.441316262,0.401480549,0.177179895
132,59,Single,Female,3,Technical Degree,5,46,Baccarat,2,64,9,3,2634,1658,5627,Yes,111749,223498,223498,0,6,56421,2,2,10,9,9,3,1,No,0.018415398,55328,0.018431142,0.452074158,0.008332243
133,41,Single,Female,1,Technical Degree,3,20,Baccarat,3,27,4,7,1436,2920,3342,Yes,82634,296536,413170,7,22,68426,2,14,5,4,0,1,2,No,0.404811729,14208,0.405157797,0.116090761,0.047035077
134,37,Single,Female,3,Technical Degree,4,19,Baccarat,4,32,10,8,2132,1182,4132,Yes,121244,330116,606220,5,5,79437,9,8,12,4,9,3,3,No,0.409907362,41807,0.410257787,0.341596738,0.140142722
135,44,Single,Female,1,Technical Degree,1,47,Baccarat,2,66,10,10,1282,2756,5484,Yes,124519,290884,373557,6,23,74644,6,3,15,0,10,3,3,No,0.291508176,49875,0.291757383,0.407518772,0.11889661
136,54,Single,Female,1,Technical Degree,2,40,Baccarat,2,85,2,0,1397,1688,3540,Yes,143989,310306,719945,3,18,29959,8,17,8,8,9,1,4,No,0.625893315,114030,0.626428383,0.931716604,0.583653726
137,37,Single,Female,3,Technical Degree,5,22,Baccarat,1,75,3,6,1679,1427,4058,Yes,82839,285245,414195,0,2,62487,6,14,4,3,1,2,4,No,0.022767039,20352,0.022786503,0.166292172,0.003789217
138,38,Single,Female,4,Technical Degree,2,47,Baccarat,2,100,10,2,2411,2330,4401,Yes,144654,289764,723270,6,24,76925,7,8,15,8,8,3,1,No,0.732747551,67729,0.733373968,0.553400279,0.405849359
139,58,Single,Female,2,Technical Degree,5,20,Baccarat,3,43,9,9,2768,2809,5861,Yes,115790,206913,578950,6,20,71761,7,9,7,10,9,4,2,No,0.928935696,44029,0.929729832,0.359752261,0.33447241
140,64,Single,Female,1,Technical Degree,5,8,Baccarat,1,43,9,10,1842,2192,4484,Yes,98440,325441,492200,1,26,80545,2,10,15,9,5,2,3,No,0.51807906,17895,0.51852196,0.14621651,0.075816471
141,30,Single,Female,2,Technical Degree,3,12,Baccarat,3,96,10,2,1284,1668,5055,Yes,90775,214617,363100,5,20,54884,9,4,1,6,6,4,3,No,0.682377465,35891,0.682960822,0.293258271,0.20028391
142,54,Single,Female,1,Technical Degree,2,28,Baccarat,1,39,4,2,1532,1172,6077,Yes,145863,291726,291726,2,18,78411,5,2,9,3,2,3,4,No,0.025692706,67452,0.02571467,0.551136967,0.014172305
143,49,Single,Female,2,Technical Degree,4,21,Baccarat,3,49,10,0,2350,2439,5971,Yes,94521,327979,472605,6,5,65299,5,6,5,1,7,4,3,No,0.329863465,29222,0.330145462,0.238767189,0.078827904
144,53,Single,Female,4,Technical Degree,3,49,Baccarat,3,76,2,5,2165,2545,4265,Yes,133103,223399,399309,2,17,68524,4,3,9,9,6,3,2,No,0.854644529,64579,0.855375154,0.527662252,0.45134918
145,58,Single,Female,1,Technical Degree,1,26,Baccarat,3,89,4,3,1296,2319,5474,Yes,121462,318184,607310,7,20,40925,7,18,13,4,0,3,1,No,0.360361319,80537,0.360669388,0.658051917,0.237339182
146,64,Single,Female,3,Technical Degree,2,30,Baccarat,1,27,8,2,1012,2074,5775,Yes,92309,239152,461545,6,22,58302,2,14,9,2,1,1,2,No,0.076160186,34007,0.076225295,0.277864479,0.021180302
147,58,Single,Female,2,Technical Degree,4,40,Baccarat,3,54,5,10,1867,2951,4062,Yes,130795,261590,261590,2,22,33339,10,2,13,3,10,4,1,No,0.062415796,97456,0.062469155,0.796293724,0.049743796
148,55,Single,Female,3,Technical Degree,4,5,Baccarat,1,31,2,3,1547,2569,4488,Yes,88961,263075,444805,6,14,59462,7,16,10,10,10,3,1,No,0.175459517,29499,0.175609515,0.241030502,0.04232725
149,27,Single,Female,2,Technical Degree,2,47,Baccarat,3,77,10,0,2832,1808,6114,Yes,136120,257803,408360,6,3,55124,3,3,9,4,7,4,4,No,0.520756712,80996,0.5212019,0.661802316,0.344932625
150,53,Single,Female,3,Technical Degree,3,24,Baccarat,2,73,8,5,2800,2351,4741,Yes,146753,334800,733765,0,12,37381,9,25,5,9,5,3,4,No,0.946150052,109372,0.946958904,0.893657006,0.846256459
151,55,Single,Female,2,Technical Degree,4,44,Baccarat,4,75,4,10,2141,2668,5178,Yes,100752,319342,403008,1,21,59911,10,4,1,10,9,4,1,No,0.107846243,40841,0.10793844,0.333703743,0.036019461
152,52,Single,Female,3,Technical Degree,2,6,Baccarat,3,51,4,2,2968,2865,3773,Yes,100642,272703,503210,0,6,36684,8,20,1,6,7,3,3,No,0.717354844,63958,0.717968102,0.522588183,0.375201646
153,65,Single,Female,3,Technical Degree,5,12,Baccarat,1,82,1,8,1335,2471,5353,Yes,89576,250637,447880,0,16,38409,6,17,3,10,0,1,1,No,0.146754491,51167,0.14687995,0.418075449,0.061406901
154,46,Single,Female,2,Technical Degree,1,16,Baccarat,4,70,2,9,1762,2618,6053,Yes,139928,213664,699640,6,21,39802,9,15,1,5,0,2,2,No,0.840759919,100126,0.841478675,0.818109767,0.688421922
155,49,Single,Female,4,Technical Degree,2,6,Baccarat,2,97,3,4,2331,1153,5384,Yes,130305,258942,651525,1,18,35753,3,13,15,4,0,4,4,No,0.15739222,94552,0.157526772,0.772565714,0.121699783
156,58,Single,Female,2,Technical Degree,5,42,Baccarat,2,29,3,8,1389,1672,4500,Yes,125897,316467,629485,5,4,27295,5,24,5,3,7,2,4,No,0.679927551,98602,0.680508813,0.805657464,0.548257004
157,61,Single,Female,2,Technical Degree,5,16,Baccarat,3,78,8,5,2744,1418,6019,Yes,111784,328133,558920,6,16,44311,10,19,15,10,3,2,2,No,0.683762481,67473,0.684347021,0.551308554,0.377286367
158,43,Single,Female,2,Technical Degree,1,2,Baccarat,1,65,7,10,2633,1990,3841,Yes,122124,266383,610620,1,17,26293,3,10,11,8,10,1,3,No,0.853871149,95831,0.854601113,0.78301617,0.66916649
159,41,Single,Female,4,Technical Degree,5,32,Baccarat,3,91,3,4,2108,1231,3803,Yes,140399,254337,701995,0,2,27864,7,21,13,4,0,1,1,No,0.666371536,112535,0.666941209,0.919501254,0.613253278
160,26,Single,Female,3,Technical Degree,5,45,Baccarat,4,33,8,7,2704,1245,4725,Yes,130918,339910,654590,6,21,67777,5,17,13,2,5,2,1,No,0.386933407,63141,0.387264192,0.515912638,0.199794491
161,63,Single,Female,4,Technical Degree,1,8,Baccarat,4,69,5,10,1279,1243,3975,Yes,120691,321987,603455,6,20,55671,4,11,4,5,7,2,1,No,0.716795836,65020,0.717408616,0.531265576,0.381134501
162,33,Single,Female,1,Technical Degree,4,42,Baccarat,1,87,2,9,1254,1150,3501,Yes,98349,322599,491745,7,23,76925,1,6,11,0,9,4,1,No,0.043600344,21424,0.043637617,0.175051272,0.00763882
163,52,Single,Female,3,Technical Degree,5,40,Baccarat,2,70,5,2,2376,2119,4768,Yes,142949,237986,714745,1,10,73838,6,23,10,5,0,1,3,No,0.166852564,69111,0.166995205,0.564692328,0.094300911
164,41,Single,Female,3,Technical Degree,1,20,Baccarat,4,49,10,8,1047,2100,3170,Yes,105749,249113,528745,7,22,62534,7,10,12,0,0,4,1,No,0.576435172,43215,0.57692796,0.353101228,0.203713971
165,62,Single,Female,3,Technical Degree,2,24,Baccarat,1,86,1,4,2586,1386,3434,Yes,87610,233212,438050,7,23,66341,9,6,11,8,5,3,3,No,0.68524718,21269,0.68583299,0.173784797,0.119187347
166,25,Single,Female,4,Technical Degree,2,5,Baccarat,3,93,9,7,1630,2027,4018,Yes,108004,317472,540020,2,13,82534,10,8,5,0,9,3,4,No,0.60572892,25470,0.60624675,0.208110339,0.126166216
167,52,Single,Female,3,Technical Degree,4,26,Black Jack,4,96,4,7,2358,1495,3736,Yes,88817,308106,444085,2,18,80955,3,25,8,6,1,2,4,No,0.036448754,7862,0.036479914,0.064238849,0.002343428
168,59,Single,Female,1,Technical Degree,2,12,Black Jack,1,100,3,2,1515,2455,5264,Yes,122333,286503,611665,4,4,64402,7,24,2,6,10,4,4,No,0.814284044,57931,0.814980166,0.473342757,0.385764959
169,39,Single,Female,4,Technical Degree,2,27,Black Jack,3,71,4,9,2749,3000,5347,Yes,129503,258011,647515,2,19,65455,4,5,12,6,3,3,1,No,0.985021521,64048,0.985863604,0.523323556,0.515925646
170,29,Single,Female,1,Technical Degree,3,32,Black Jack,4,85,9,8,1786,2720,5611,Yes,97519,274692,487595,4,5,36747,9,21,8,0,9,4,1,No,0.009490534,60772,0.009498647,0.496556007,0.00471661
171,62,Single,Female,4,Technical Degree,5,42,Black Jack,3,43,10,10,1349,2118,4006,Yes,148864,305032,744320,3,0,40089,6,19,11,10,3,3,1,No,0.080332366,108775,0.080401041,0.888779037,0.07145876
172,39,Single,Female,2,Technical Degree,1,19,Black Jack,3,54,1,2,1035,1625,4066,Yes,90229,286320,451145,3,23,48900,7,6,14,4,10,2,4,No,0.466588316,41329,0.466987197,0.337691095,0.157697418
173,41,Single,Female,2,Technical Degree,5,17,Black Jack,3,40,4,0,2792,2411,3432,Yes,145428,214979,727140,7,11,56125,6,25,2,3,7,1,4,No,0.399980283,89303,0.400322221,0.729677172,0.292105986
174,52,Single,Female,3,Technical Degree,1,33,Black Jack,4,52,7,10,2682,1960,5914,Yes,142020,200971,710100,3,4,34034,4,26,13,2,5,1,1,No,0.970386775,107986,0.971216347,0.882332274,0.856935528
175,58,Single,Female,3,Technical Degree,5,25,Black Jack,4,65,1,5,2850,2337,3899,Yes,121300,206834,485200,4,21,49371,5,4,3,6,4,1,1,No,0.01244683,71929,0.012457471,0.58771765,0.007321475
176,47,Single,Female,3,Technical Degree,4,10,Black Jack,4,92,6,7,1360,1822,3165,Yes,147195,322646,735975,4,2,27903,5,22,11,8,4,2,1,No,0.316491414,119292,0.316761979,0.974711366,0.308751501
177,29,Single,Female,2,Technical Degree,5,8,Black Jack,2,45,7,3,2076,2800,4898,Yes,109639,109639,109639,3,13,73025,7,1,14,10,0,3,3,No,0.983515129,36614,0.984355924,0.299165761,0.294485589
178,49,Single,Female,2,Technical Degree,1,36,Black Jack,2,69,9,4,2893,1861,6139,Yes,119156,268478,595780,5,2,43563,2,22,8,4,9,4,3,No,0.591918699,75593,0.592424723,0.61765547,0.365914371
179,27,Single,Female,2,Technical Degree,1,49,Black Jack,3,68,8,5,1014,1305,3873,Yes,100523,229395,502615,3,16,39798,2,7,7,4,2,1,2,No,0.063404323,60725,0.063458526,0.496171979,0.031486343
180,52,Single,Female,3,Technical Degree,1,19,Black Jack,1,76,2,0,1317,1887,3628,Yes,118434,312132,592170,6,11,32374,10,23,8,2,10,4,1,No,0.186418856,86060,0.186578223,0.703179259,0.131197937
181,49,Single,Female,3,Technical Degree,3,25,Black Jack,3,44,3,8,1936,2364,4540,Yes,115391,290008,576955,0,2,73172,10,8,0,4,4,3,4,No,0.399416014,42219,0.39975747,0.344963109,0.137901579
182,23,Single,Female,1,Technical Degree,2,40,Black Jack,3,49,7,1,2696,2324,3539,Yes,106514,255190,532570,1,14,69212,10,18,3,0,1,4,1,No,0.556651688,37302,0.557127563,0.304787273,0.169805391
183,60,Single,Female,3,Technical Degree,1,3,Black Jack,3,65,9,3,2725,2712,5424,Yes,99433,324937,497165,0,2,47689,10,6,6,10,3,4,3,No,0.572345659,51744,0.572834951,0.422790002,0.24218889
184,63,Single,Female,2,Technical Degree,4,12,Black Jack,1,25,1,5,1214,1717,6146,Yes,123022,250340,615110,4,4,54833,3,12,0,8,4,3,1,No,0.634928101,68189,0.635470893,0.557158849,0.354058231
185,54,Single,Female,3,Technical Degree,3,35,Black Jack,2,97,5,10,2807,2584,3796,Yes,100855,201710,201710,7,12,56235,6,2,15,8,0,3,4,No,0.273978828,44620,0.274213049,0.364581206,0.099972924
186,32,Single,Female,4,Technical Degree,4,38,Black Jack,2,78,6,0,2064,1577,5239,Yes,89195,209226,445975,7,9,41274,7,18,13,1,6,3,4,No,0.651017561,47921,0.651574108,0.391553024,0.255125812
187,46,Single,Female,1,Technical Degree,3,18,Black Jack,3,63,9,8,1398,1929,3775,Yes,119857,220974,599285,0,19,49747,1,6,14,9,9,1,3,No,0.303925322,70110,0.304185144,0.57285496,0.174253969
188,54,Single,Female,2,Technical Degree,4,44,Black Jack,2,64,5,2,1856,1895,5082,Yes,143151,273623,715755,3,2,65306,4,15,5,7,2,4,3,No,0.307589059,77845,0.307852013,0.636056117,0.195811156
189,33,Single,Female,3,Technical Degree,3,25,Black Jack,1,89,8,0,1308,2912,3722,Yes,124256,253247,621280,3,7,74375,9,11,10,9,2,2,3,No,0.05612851,49881,0.056176494,0.407567797,0.02289573
190,61,Single,Female,4,Technical Degree,2,26,Black Jack,1,96,3,10,2200,1925,4388,Yes,106056,106056,106056,6,12,55311,5,1,0,8,10,4,2,No,0.144209713,50745,0.144332996,0.414627371,0.059844411
191,42,Single,Female,3,Technical Degree,1,46,Black Jack,4,67,10,0,1503,1509,5793,Yes,93146,344015,465730,6,10,74268,2,23,13,8,10,2,3,No,0.071886086,18878,0.07194754,0.154248409,0.011097794
192,40,Single,Female,2,Technical Degree,5,6,Black Jack,2,67,9,0,2597,1808,4452,Yes,107329,225606,536645,3,9,55178,7,6,13,10,4,4,4,No,0.578275654,52151,0.578770015,0.426115519,0.246622885
193,41,Single,Female,3,Technical Degree,4,26,Black Jack,1,45,8,0,1498,2343,5820,Yes,148110,332861,740550,6,23,53899,10,16,5,1,0,1,3,No,0.367727983,94211,0.368042349,0.76977947,0.283311444
194,56,Single,Female,1,Technical Degree,1,13,Black Jack,3,44,3,4,1610,1492,3140,Yes,127204,337097,636020,7,2,73483,7,8,9,5,9,4,2,No,0.794784892,53721,0.795464344,0.438943679,0.349164045
195,29,Single,Female,3,Technical Degree,3,42,Black Jack,2,46,8,8,1152,1223,5024,Yes,106554,301153,532770,7,15,54796,3,14,2,10,10,1,3,No,0.84368266,51758,0.844403914,0.422904393,0.357102125
196,23,Single,Female,4,Technical Degree,5,43,Black Jack,2,88,2,10,2201,2340,5077,Yes,106629,292291,533145,0,20,38380,4,22,4,0,2,4,2,No,0.161628352,68249,0.161766526,0.557649097,0.090208957
197,56,Single,Female,2,Technical Degree,2,17,Black Jack,1,64,4,7,2466,1164,3965,Yes,143324,297977,716620,6,7,48253,10,17,15,10,0,1,3,No,0.488301775,95071,0.488719218,0.77680636,0.379640197
198,39,Single,Female,4,Technical Degree,1,20,Black Jack,3,67,7,2,1724,2756,4286,Yes,143168,285037,715840,4,25,78401,7,19,14,7,0,3,1,No,0.001090165,64767,0.001091097,0.529198363,0.000577407
199,59,Single,Female,1,Technical Degree,4,43,Black Jack,2,48,9,8,2560,1354,5089,Yes,80257,322672,401285,2,19,33141,2,12,6,9,2,4,2,No,0.195831338,47116,0.195998752,0.384975528,0.075454723
200,25,Single,Female,1,Technical Degree,3,28,Black Jack,4,28,1,10,1002,2095,5124,Yes,120063,261028,600315,6,23,42699,6,26,12,8,1,1,3,No,0.034971556,77364,0.035001453,0.632125961,0.022125327
201,56,Single,Female,1,Technical Degree,3,3,Black Jack,1,96,6,8,2606,2688,4978,Yes,120062,324614,600310,1,4,44808,5,25,14,3,8,3,2,No,0.197044115,75254,0.197212566,0.614885568,0.12126316
202,64,Single,Female,1,Technical Degree,5,43,Black Jack,3,45,2,1,2824,1132,5399,Yes,127858,299883,639290,3,3,31308,10,21,10,5,6,1,4,No,0.13303775,96550,0.133151483,0.788890977,0.105042003
203,44,Single,Female,2,Technical Degree,1,17,Black Jack,4,49,5,9,1147,1441,5629,Yes,110966,110966,110966,1,20,70714,9,1,7,0,0,4,2,No,0.639137067,40252,0.639683458,0.32889114,0.210386222
204,41,Single,Female,3,Technical Degree,1,23,Black Jack,4,75,3,10,2849,1425,5093,Yes,120637,244369,603185,2,15,59095,6,6,4,7,10,4,1,No,0.800497227,61542,0.801181563,0.502847525,0.402872166
205,48,Single,Female,2,Technical Degree,1,35,Black Jack,4,63,1,0,1412,2061,5138,Yes,145245,284792,435735,7,1,68026,7,3,2,9,0,2,2,No,0.287675288,77219,0.287921218,0.630941195,0.181661357
206,41,Single,Female,3,Technical Degree,4,43,Black Jack,4,63,7,8,2959,1193,3401,Yes,122219,330060,611095,0,26,67428,5,22,11,0,2,2,1,No,0.520596487,54791,0.521041538,0.447686437,0.23326323
207,29,Single,Female,2,Technical Degree,1,19,Black Jack,4,50,5,1,2385,1232,4258,Yes,100239,280081,501195,4,13,33294,7,25,3,4,10,2,1,No,0.564598503,66945,0.565081172,0.54699437,0.30909622
208,39,Single,Female,2,Technical Degree,1,36,Black Jack,3,91,4,0,1532,1171,4931,Yes,139100,227848,695500,1,3,52409,5,20,15,9,8,1,4,No,0.118500262,86691,0.118601567,0.708335036,0.084009645
209,34,Single,Female,1,Technical Degree,5,41,Black Jack,1,39,5,3,2898,2945,5868,Yes,84303,328326,421515,7,19,30942,6,21,10,3,5,4,1,No,0.429800264,53361,0.430167695,0.43600219,0.187554057
210,48,Single,Female,1,Technical Degree,2,24,Black Jack,1,26,5,8,1449,2032,3697,Yes,145837,266404,729185,7,15,72771,4,24,6,10,6,3,1,No,0.602183017,73066,0.602697816,0.597007852,0.359815329
211,26,Single,Female,4,Technical Degree,3,24,Black Jack,1,98,5,4,1005,1827,4983,Yes,109054,288645,545270,0,0,50680,4,7,11,8,10,4,2,No,0.715727336,58374,0.716339203,0.476962422,0.341666881
212,55,Single,Female,1,Technical Degree,4,25,Black Jack,2,40,4,9,1008,1532,5542,Yes,140115,236171,700575,5,6,65062,3,20,7,6,9,1,4,No,0.838974277,75053,0.839691507,0.613243237,0.514935137
213,63,Single,Female,2,Technical Degree,5,18,Black Jack,4,28,8,2,2448,2881,5845,Yes,89855,263976,449275,3,26,49099,6,21,8,9,4,3,3,No,0.179428673,40756,0.179582064,0.333009225,0.059802484
214,44,Single,Female,3,Technical Degree,5,47,Black Jack,3,71,9,7,1152,2557,4639,Yes,122021,206548,610105,2,20,76765,2,12,10,5,3,2,2,No,0.242898262,45256,0.243105913,0.369777836,0.089895178
215,30,Single,Female,3,Technical Degree,4,46,Black Jack,1,26,4,7,2705,2270,3554,Yes,82726,250145,413630,6,20,78965,1,7,2,2,6,3,2,No,0.540092033,3761,0.540553752,0.030730388,0.016611427
216,35,Single,Female,2,Technical Degree,1,43,Black Jack,2,88,9,3,2657,1734,5834,Yes,124092,242785,620460,4,13,62244,7,5,5,3,0,3,1,No,0.896787515,61848,0.897554167,0.50534779,0.453577015
217,63,Single,Female,3,Technical Degree,1,24,Black Jack,4,39,5,7,1395,1361,5370,Yes,139590,329699,697950,3,12,53372,3,22,4,10,0,3,3,No,0.396778656,86218,0.397117858,0.704470246,0.279757715
218,26,Single,Female,1,Technical Degree,5,10,Black Jack,4,71,8,10,1616,2570,4925,Yes,112264,223460,561320,6,8,54760,5,22,8,9,4,2,4,No,0.656548765,57504,0.657110041,0.469853824,0.308745666
219,56,Single,Female,2,Technical Degree,5,48,Black Jack,4,67,2,9,2664,2487,3695,Yes,140729,302211,562916,3,3,81311,8,4,1,3,4,2,4,No,0.279112723,59418,0.279351333,0.48549274,0.135623044
220,55,Single,Female,2,Technical Degree,3,34,Black Jack,1,83,7,1,1951,2289,3173,Yes,90667,239763,453335,4,21,68735,8,19,4,10,0,1,3,No,0.45646642,21932,0.456856648,0.179202039,0.081869643
221,23,Single,Female,3,Technical Degree,4,49,Black Jack,2,95,7,7,1728,1140,4324,Yes,105065,328438,315195,5,7,79399,4,3,5,7,3,4,3,No,0.459491926,25666,0.45988474,0.209711816,0.096443264
222,41,Single,Female,1,Technical Degree,4,30,Black Jack,3,53,1,8,1151,2178,3913,Yes,146710,349608,733550,3,11,43207,4,10,14,5,7,4,2,No,0.251668551,103503,0.251883699,0.845702566,0.213018691
223,40,Single,Female,2,Technical Degree,4,5,Black Jack,1,88,1,2,1350,2228,5030,Yes,129163,258340,645815,1,7,35493,4,26,15,0,6,3,3,No,0.24270882,93670,0.242916309,0.765359066,0.185918199
224,50,Single,Female,4,Technical Degree,3,34,Black Jack,1,30,10,7,1195,1261,4891,Yes,106945,274796,534725,6,6,54556,9,19,5,0,10,3,1,No,0.795063804,52389,0.795743495,0.42806017,0.340626095
225,37,Single,Female,1,Technical Degree,2,26,Black Jack,1,78,5,9,1677,1668,3783,Yes,113677,248425,568385,3,25,41290,6,26,14,3,3,1,2,No,0.729286766,72387,0.729910224,0.591459877,0.431712612
226,55,Single,Female,3,Technical Degree,3,28,Black Jack,3,36,5,4,1990,1937,5132,Yes,138435,290125,692175,1,7,64916,5,19,15,0,6,1,1,No,0.943742885,73519,0.94454968,0.600709226,0.567399707
227,23,Single,Female,1,Technical Degree,5,37,Black Jack,2,51,1,3,2767,1225,3221,Yes,84024,203524,420120,1,21,26751,10,15,5,0,8,3,3,No,0.288328654,57273,0.288575143,0.467966369,0.135043462
228,59,Single,Female,3,Technical Degree,5,49,Black Jack,4,56,5,2,2499,1352,6033,Yes,137430,217291,687150,6,3,32450,3,12,1,5,8,1,1,No,0.995037817,104980,0.995888462,0.857770842,0.854244085
229,47,Single,Female,1,Technical Degree,1,18,Black Jack,4,76,5,10,2284,2118,3225,Yes,108891,278001,544455,6,12,40666,3,17,2,3,1,2,1,No,0.925285576,68225,0.926076592,0.557452997,0.516244172
230,37,Single,Female,2,Technical Degree,3,40,Black Jack,4,61,5,10,2657,2504,3618,Yes,137340,274680,274680,2,5,77764,1,2,1,2,4,2,2,No,0.421719826,59576,0.422080349,0.486783727,0.205461845
231,41,Single,Female,1,Technical Degree,5,45,Black Jack,3,50,9,4,1328,1922,6118,Yes,133316,299832,666580,3,22,75118,4,18,1,8,4,3,3,No,0.300996369,58198,0.301253687,0.475524361,0.143253467
232,55,Single,Female,3,Technical Degree,4,24,Black Jack,2,34,3,0,2008,1520,3141,Yes,98175,304521,490875,7,8,42688,8,10,10,5,6,2,4,No,0.9311298,55487,0.931925812,0.453373316,0.422510295
233,40,Single,Female,3,Technical Degree,5,13,Black Jack,1,34,2,4,1722,1095,3712,Yes,145853,269596,729265,6,24,68861,7,6,2,4,10,1,4,No,0.441019029,76992,0.441396051,0.629086423,0.277676262
234,58,Single,Female,4,Technical Degree,4,26,Black Jack,4,61,10,4,1016,2393,5187,Yes,96956,280425,484780,0,9,38685,1,21,13,9,7,3,2,No,0.844877769,58271,0.845600045,0.47612083,0.402607795
235,36,Single,Female,2,Technical Degree,4,20,Black Jack,4,38,3,3,2420,2343,4461,Yes,140083,241124,700415,7,18,80575,6,17,11,8,5,2,2,No,0.194375723,59508,0.194541892,0.486228112,0.094591737
236,36,Single,Female,1,Technical Degree,4,50,Black Jack,2,97,1,4,1009,2995,4137,Yes,96071,261995,480355,2,19,49152,10,24,2,7,4,1,3,No,0.112064661,46919,0.112160464,0.38336588,0.042998495
237,52,Single,Female,1,Technical Degree,2,11,Black Jack,1,37,2,4,2433,1620,4406,Yes,115163,331214,575815,1,19,69768,6,13,7,7,0,3,1,No,0.538935572,45395,0.539396301,0.370913577,0.200069412
238,49,Single,Female,2,Technical Degree,5,11,Black Jack,1,46,10,10,2023,2410,4466,Yes,129483,341563,647415,0,21,50843,10,17,14,0,0,2,4,No,0.338507338,78640,0.338796724,0.642551905,0.217694481
239,38,Single,Female,2,Technical Degree,4,2,Black Jack,2,34,2,0,2633,1540,5061,Yes,99941,343546,499705,4,24,81623,4,7,7,10,8,2,2,No,0.0459129,18318,0.04595215,0.149672759,0.006877785
240,62,Single,Female,3,Technical Degree,3,3,Black Jack,2,78,7,5,2746,1232,4342,Yes,86096,217836,430480,3,14,77289,2,8,12,1,10,1,3,No,0.538473712,8807,0.538934047,0.071960257,0.038781833
241,23,Single,Female,2,Technical Degree,1,1,Black Jack,4,27,10,8,1189,2676,4463,Yes,100099,233902,500495,3,9,56132,4,21,7,8,4,1,1,No,0.793389165,43967,0.794067424,0.359245672,0.285265285
242,58,Single,Female,1,Technical Degree,2,10,Black Jack,4,79,10,6,2135,2727,5160,Yes,98839,251171,494195,3,2,73054,10,20,5,7,8,3,2,No,0.618519033,25785,0.619047798,0.210684141,0.130423554
243,60,Single,Female,2,Technical Degree,5,14,Baccarat,2,98,2,0,1205,1532,5101,Yes,96688,243503,483440,4,10,54690,8,25,12,2,6,1,2,No,0.19672254,41998,0.196890716,0.343157361,0.067564498
244,33,Single,Female,2,Technical Degree,5,28,Baccarat,3,78,10,3,1989,1578,5717,Yes,80524,161048,161048,2,13,75051,6,2,3,10,8,1,4,No,0.780341059,5473,0.781008164,0.044718802,0.034925749
245,38,Single,Female,3,Technical Degree,4,42,Baccarat,1,27,4,7,2009,2102,5903,Yes,140592,320290,702960,0,9,36387,8,7,15,4,5,3,3,No,0.714619703,104205,0.715230623,0.85143847,0.608974867
